"NUMBER","INETSDESC","INETSHORTD","UNITS","UNITWEIGHT","PRICE1","DELDATE","DISCONT","INETIMAGE","CANTSELL"
"H16DANRC            ","Dandelion Root cut 1oz  (Taraxacum officinale)                                                                          ","Dandelion Root or what is known as Taraxacum Officinale, Lion's Tooth, or Wild Endive. Dandelion is a member of the sunflower family. Used for centuries as a food source and as a medicinal botanical. In magic practice is can be used for summoning spirits, psychic impressions, dreams, abundance, increasing financial opportunities, healing, negativity, purification and to help make your wishes come true. Mild scent to be stored in a container in a cool dry place. 1oz Root form.","42","0.15","4.95",,0,"HDANRCB_16.JPG                           ",0
"H16DEASG            ","Dead Sea Salt 1oz                                                                                                       ","The salts from the Dead Sea have been known for their healing properties since the days of the Ancients, and now you too can use them within your bath waters and ritual washes. Some of the benefits of adding Dead Sea salt are, help with water retention, removing toxins, muscle and joint pain, anti-aging, promotes better sleep, stress, hair and nail health, and cellulite. In magic it may be used for purification, banishing, binding, cleansing, grounding and protecting. 1oz","182","0.1","2.95",,0,"HDEASG.jpg                               ",0
"H16DEET             ","Deer's Tongue 1oz                                                                                                       ","Deer's Tongue gets its name because the leaves resemble a deer's tongue. In magical practices it makes a strong ingredient in increasing lust, psychic powers and to attract men when sprinkled on a bed. 1oz to be stored in a sealed container in a dry place away from direct light and heat.","32","0.5","16.95",,0,"HDEETB.jpg                               ",0
"H16DEVCRC           ","Devil's Claw Root cut 1oz  (Harpagophytum procumbens)                                                                   ","Wild Crafted Devil's Claw root also known as Harpagophytum Procumbens, or Grapple plant originated in South Africa. Introduced in the 18th century by a German Soldier to be used medicinally. In magic practices it may be used for spells involving ridding of unwanted company and for protection. Devil's Claw will confuse and confounds the enemy as well as removes negativity when burned on charcoal. 1oz in root cut and to be stored in a sealed container away from direct heat, light and moisture. Wild Crafted","77","0.1","4.95",,0,"HDEVCRC_B.jpg                            ",0
"H16DEVSW            ","Devils Shoestring whole 1oz                                                                                             ","Devil's Shoestring is part of the Lily family and come in dried stem form. This popular herb has deep roots in Voodoo and Hoodoo however it is widely used in all types of spell work. Powerful for protection, luck, negative energies, curses, evil spirits, gambling, power, employment and so much more. 1oz","35","0.5","24.95",,0,"HDEVSR.jpg                               ",0
"H16DOGRC            ","Dog Grass Root cut 1oz (Agropyron repens)                                                                               ","Dog Grass Root also known as Couch grass, or Quack grass. Originating in Eastern Europe and is a perennial grass resembling rye or wheat. Named Dog Grass as it is a source of gastrointestinal relief to dog's. In magic practices it can be used to dominate a lover, draw a lover, remove depression, and in spells for enemies. Cut form with a scent to be stored in an airtight container away from light, heat, and moisture. 1oz.","66","0.1","4.95",,0,"HDOGRC.jpg                               ",0
"H16ECHPC            ","Echinacea  Purpurea 1oz leaf cut (Echinacea)                                                                            ","Wild Crafted Echinacea Purpurea leaf also known as Purple Coneflower or Snakeroot. Originating in the United States and used holistically for stimulating the immune system. In magic it is used to as a power strength enhancer to charms, sachets, and herb mixes also for money drawing spells. Fibrous with a fresh scent to be stored in a sealed container away from light, heat and moisture. 1oz in cut leaf. Wild Crafted ","50","0.2","3.95",,0,"HECHPC_B.JPG                             ",0
"H16ELDB             ","Elder Berries whole 1oz  (Sambucus nigra)                                                                               ","Elderberry also known as Sambucus Nigra, originating in Europe. A fruit produced from the enchanting elder tree used in holistic healing practices and you will find Elderberry in a variety of products, due to its fragrant flowers. There are numerous uses in magical practices. Used to protect from evil along with summoning evil, it is used for healing and blessing along with curses, summoning ghost, banishing, exorcism, prosperity, and sleep. Keep stored in a sealed container in a dark, cool place. 1oz berries.","59","0.1","4.95",,0,"HELDB_T.jpg                          ",0
"H16ELEP             ","Eleutherococcus powder 1oz (Eleuthecoccus Senticosus)                                                                   ","Eleutherococcus root powder also known as Eleutherococcus Senticosus or Devil's Bush a shrub found in Siberia and Korea. Known as Siberian Ginseng and has a long history of use in Asian Healing. Used in magical practices especially where males are concerned. Stimulating sexual desire and male virility and also in spells for money drawing, change, health, breaking curses and attracting love into your life. To be stored in a sealed container in a cool, dark place. 1oz. in powder form.","68","0.1","3.95",,0,"HELEP.jpg                                ",0
"H16EPSS             ","Epsom Salts 1oz                                                                                                         ","Epsom Salts are widely used for soothing baths, whether it's a ritual bath or just a soak, Epsom salt has much to offer. Some added benefits besides a relaxing tub are, help with detoxing, inflammation, stress relief, maintaining healthy skin, bone health, foot odor, nervous system, and more. 1oz Epsom Salt","59","0.1","1.5095",,0,"HEPSB.JPG                                ",0
"H16EUCC             ","Eucalyptus cut 1oz  (Eucalyptus globulus)                                                                               ","Eucalyptus also known as Eucalyptus Globulus, Blue Gum or Australian Fever Tree, originating in India. Used in floral crafts and also used widely medicinally for its warming effect. In magic it may be used for protection, healing, purifying, negative energy, difficulties in relationships, and to maintain good health. Cut form with aroma and to be sealed and kept in a cool, dry place. 1oz","77","0.1","2.95",,0,"HEUCC_Bt.jpg                         ",0
"H16FENS             ","Fennel Seed 1oz  (Foeniculum vulgare)                                                                                   ","Fennel Seed or Foeniculum Vulgare originating in Egypt. Used widely medicinally for indigestion issues. In magical practices it has the power to bring out strength, vitality, and sexual virility. While aiding you in preventing curses, possession spells, protection, healing, and purification. Sweet and spicy scent to be stored in a sealed container in a cool, dark place. 1oz","24","0.1","2.95",,0,"HFENS_Bt.jpg                         ",0
"H16FEVC             ","Feverfew cut 1oz  (Tanacetum parthenium)                                                                                ","Feverfew or Tanacetum Parthenium also known as Featherfew. Used historically for a variety of reasons and today in magical practices for protection against accidents and sickness, and in love spells. In cut form with a fresh scent to be stored in an airtight container in a cool, dry place. 1oz.","0","0.2","4.95",,0,"HFEVC_B.JPG                              ",0
"H16FIVFC            ","Five Finger Grass cut 1oz (Cinquefoill)                                                                                 ","Five Finger Grass or Cinquefoil originating in the United States and is a member of the rose family. Ingredient in the leaf yields a red dye used in the leather industry. In magic and folklore it has earned its place in ""witches' flying ointment"" and is used in a number of love and prosperity spells. Store in a sealed container in a cool, dark place. 1oz.","0","0.2","9.95",,0,"HFIVC_B.jpg                              ",0
"H16FLAS             ","Flax Seed 1oz  (Linum usitatissimum)                                                                                    ","Flax Seed or Linum Usitatissimum also called Linseed, originating in the United States. Used mainly in the culinary world because of its health benefits. In magic it may be used in money, healing spells, protection, against hostile energies, beauty, and for divination powers. Whole seed form to be stored in a sealed container in a cool, dark place. 1oz","90","0.1","2.95",,0,"HFLAS_Bt.jpg                         ",0
"H16GALRC            ","Galangal Root cut ""Chewing John"" 1oz  (Alpinia species)                                                                 ","Galangal Root or Alphinia Species, also known as Little John, Chewing John, or Galingale. Used for centuries because of its warming effect it has on the body. In magical spells it may be used to help with protection, lust, money, psychic powers, winning in court, doubling money, sex magic and hex breaking. Woody and peppery scent, to be stored in a sealed container in a cool, dry spot. 1oz","22","0.15","3.95",,0,"HGALRC_B.JPG                             ",0
"H16GENRP            ","Gentian Root powder 1oz                                                                                                 ","Gentian root also known as Gentiana Lutea originating in Easter Europe. Long history of uses dating back to the Greco-Roman period and continues today. Some magical uses may include counteracting evil spells, connection with higher self, trusting its guiding wisdom and to add power to your spells. Burn to attract love and while working with the solar plexus chakra. 1oz powder, to be stored in an airtight container away from heat and light.","19","0.1","5.95",,1,"HGENRP.jpg                               ",0
"H16GINRC            ","Ginger Root split 1oz  (Zingiber officinale)                                                                            ","Ginger Root or Zingiber Officinale a tropical plant native to Asia. Long history of use in the culinary world as well as a popular ingredient in Ayurveda holistic healing. In magical practices it is used for new experiences, adventure, promoting sensuality, sexuality, confidence, and prosperity. In cut form with a pungent scent to be stored in a sealed container away from light, heat, and humidity. 1oz.","117","0.12","3.95",,0,"HGINRC.jpg                               ",0
"H16GINSP            ","Ginseng Powder 1oz. ""Siberian"" (Eleutherococcus)                                                                        ","Ginseng Powder or Siberian Ginseng carrying holistic healing properties. Ginseng is known to have warm, energizing effect. In magic it is used in love, beauty, protection, healing spells and helps improve exercise performance. No detectable scent and to be stored in an airtight container away from light, heat, and humidity. 1oz.","191","0.1","2.95",,0,"HGINRP.jpg                               ",0
"H16HAWW             ","Hawthorn Berries whole 1oz  (Crataegus laevigata)                                                                       ","Hawthorn Berries or Crataegus Laevigata, also known as Haws. Native to Europe and used in food preparation for centuries. In magic practices it has a variety of uses including chastity, fertility, fairy magick, rebirth, happiness and success. In berry form with a mild fruity scent to be stored in a sealed container in a dark, cool place. 1oz Wild Crafted","42","0.1","2.95",,0,"HHAWW_Bt.jpg                         ",0
"H16HIBW             ","Hibiscus Flower whole 1oz  (Hibiscus sabdariffa)                                                                        ","Hibiscus Flower or Hibiscus Sabdariffa, also known as Rose Mallow and is native to Egypt. Used traditionally in the culinary field and the flowers are used in decorating. In magic practices it is used for attracting love, and for divination and dreaming. Flower form to be stored in a sealed container in a cool, dark place. 1oz.","148","0.3","3.95",,0,"HHIBW_Bt.jpg                         ",0
"H16HIGC             ","High John 1oz (Ipomoea jalapa)                                                                                          ","High John or Ipomoea Jalapa is a member of the Morning Glory family. In magical practices it is a powerful component in spell work around luck, prosperity, sex drive, happiness and to help win in court. Whole root form to be stored in a sealed container in a cool, dark place. 1oz","0","0.3","15.95",,0,"HHIGC_Bt.jpg                         ",0
"H16HOPW             ","Hops Flowers whole 1oz  (Humulus lupulus)                                                                               ","Hops or Humulus Iupulus originating in the United States. Many Centuries of use in beer production. A member of the Cannabis and Hemp family and can assist you in relaxing. In magic practices it may be used to assist you in sleep, dreams, healing and restfulness. Flower form to be stored in a sealed container away from light, heat, and humidity. 1oz","76","0.2","4.95",,0,"HHOPW_Bt.jpg                         ",0
"H16HORC             ","Horehound cut 1oz  (Marrubium vulgare)                                                                                  ","Horehound or Marrubium Vulgare also known as White Horehound, originating in Europe. Used for Centuries to produce items to help with respiratory and gastrointestinal issues. In magic practices it is sacred to Horus and can help with protection, mental powers, exorcism, healing, mental clarity especially when doing rituals, creativity, and balancing of energies. In cut form with a mild scent to be stored in a sealed container in a cool, dark place. 1oz","67","0.2","2.95",,0,"HHORC_Bt.jpg                         ",0
"H16HORGP            ","Horny Goat Weed powder 1oz  (Epimedium grandiflorum)                                                                    ","Horny Goat or Epimedium Grandiflorum. A common herb used medicinally for sexual performance issues, sex drive, pain, fatigue and memory loss. In magic practices it may be used to enhance libido in men and women, sexual functions, and used to honor the Fertility or the God and bring his energies into rituals. Powder form to be stored in a sealed container in a cool, dark place. 1oz.","56","0.1","10.95",,0,"HHORGPt.jpg                          ",0
"H16HYSC             ","Hyssop cut 1oz  (Hyssopus officinalis)                                                                                  ","Hyssop or Hyssopus Officianlis and also known as the ""holy herb"" native to Europe. This herb is thousands of years old and is referenced in the bible as a ""purging herb"". Used in Egypt for its protection properties. In magic practices today it may assist you in cleansing, purification, and protection. Cut form to be stored in a sealed container in a cool, dark place. 1oz.","90","0.3","3.95",,0,"HHYSC.jpg                                ",0
"H16IRIMC            ","Irish Moss cut 1oz wild crafted                                                                                         ","Irish Moss also known as Carrageen Moss or Chondracanthus Chamissoi, originating in Peru. A type of red algae that has a rich source of protein and various minerals. Used in the makeup and food industry to help bind. In spell work it is used for luck, money, protection, and in water magic. 1oz wild crafted, cut and sifted, to be stored in a sealed container in a cool dark place.","39","0.2","5.95",,0,"HIRIMCB.jpg                              ",0
"H16JASW             ","Jasmine Flowers whole 1oz  (Jasminum officianale)                                                                       ","Jasmine or Jasminum Officinale and also known as Poet's Jasmine, originated in China. Fragrant plant known for its beauty which symbolizes motherhood. Referred to as the ""King of Oils"" because of its wonderful scent. In magic practices it divination, love, attract a soul mate, wealth, money, prophetic dreams and is great for charging quartz crystals. Flower form to be stored in an airtight container in a dark place. 1oz","0","0.5","10.95",,0,"HJASW_Bt.jpg                         ",0
"H16JEZRP            ","Jezebel Root pieces 1oz (Picea)                                                                                         ","Jezebel Root is a common herb amongst the Pagan and Hoodoo traditions. Magical uses may assist you with attracting money and wealth, increase sales and customers, and attraction of men. Root form to be stored in a sealed container in a cool, dark place. 1oz.","187","0.2","2.95",,0,"HJEZRP_B.JPG                             ",0
"H16JIAP             ","Jaiogulan herb powder 1oz                                                                                               ","Jiaogulian herb powder also known as Gynostemma pentaphyllum A traditional Chinese medicinal herb with many potential health benefits. Known as the ""herb of immortality"" because of its association with longevity. Antioxidant and anti-inflammatory containing gypenosides, which are said to protect cells from damage caused by oxidative stress. May increase levels of superoxide dismutase, an antioxidant. May increase athletic performance and the body's ability to recover from exercise. May Improved sleep: Jiaogulan is said to have a calming effect and may promote sound sleep at lower doses. Powder 1oz. educational pursoses only","29","0.1","4.95",,0,"HJIAP_H_16.jpg                           ",0
"H16JUNW             ","Juniper Berries whole 1oz  (Juniperus communis)                                                                         ","Juniper Berries or Juniperus Communis, originating in Europe. Mentioned in Egyptian writings and found in King Tut's tomb as an offering. In magic practices it may be a great ingredient for health, attracting good, love, health, anti-theft, exorcism, health, and protection. Berry form form to be stored in a sealed container away from light and moisture. 1oz","75","0.1","4.95",,0,"HJUNW_Bt.jpg                         ",0
"H16LAVW             ","Lavender Flowers whole 1oz (Lavandula angustifolia)                                                                     ","Lavender flower or also known as Lavandula Angustifolia, originating in France. Used widely in many holistic practices. Everything from waters, personal care items, in the food industry and for the popular smell. In magic it is used for love, protection, healing, sleep, chastity, longevity, purification, happiness and peace. Flower form to be store in a sealed container away from light and heat. 1oz","397","0.2","3.95",,0,"H16LAVW_T.jpg                        ",0
"H16LEMB             ","Lemon Balm cut 1oz  (Melissa officinali)                                                                                ","Lemon Balm or Melissa Officinals also known as Sweet Melissa, originating in Europe. This herb was dedicated to the Goddess of the hunt. Having a long history of use in the culinary field as well as the cosmetic industry. In magic it is used for love, success, healing, spiritual development, and healing. Cut form to be stored in a sealed container in a cool, dark place. 1oz.","138","0.2","3.95",,0,"HLEMB_Bt.jpg                         ",0
"H16LEMGC            ","Lemongrass cut 1oz (Cymbopogon citratus)                                                                                ","Lemongrass or Cymbopogon Citratus and also known as Citronella Grass, and Barbed Wire Grass. Used widely throughout the globe in the culinary industry. In magical practices it makes a strong ingredient in lust, repels snakes, psychic powers and cleansing spells. Cut form to be stored in a sealed container in a cool, dark place. 1oz Cut may vary in looks from regular to ""tea cut"" which is a finer grain.","151","0.25","2.95",,0,"HLEMGC_Bt.jpg                        ",0
"H16LEMPC            ","Lemon Peel cut 1oz                                                                                                      ","Lemon peel also know as Citrus limon, originating in the United States. Lemon peel uses date back in Greece to 300 BC and has been discovered in the ruins of Pompeii. Widely used in the culinary field. In magic it is used for clarity, purification, happiness, aura cleansing and rejuvenation. Cut form, to be stored in a cool, dry place away from direct light. 1oz","28","0.1","4.95",,0,"H_16_HLEMPC_B.jpg                        ",0
"H16LEMVC            ","Lemon Verbena Leaf cut 1oz  (Aloysia triphylla)                                                                         ","Lemon Verbena or Aloysia Triphylla and also known as Vervain, or Lemon Bee Bush. Popular in use of potpourri and in crafts, as well as in the cosmetic industry. In magic it may be used to prevent dreams, purification, attraction of the opposite sex, and to increase attractiveness. Leaf form to be stored in a sealed container in a cool, dark place. 1oz.","53","0.2","2.95",,0,"HLEMVC_Bt.jpg                        ",0
"H16LINFC            ","Linden Flower (Tilia argentum) cut 1oz                                                                                  ","Linden Flower or Tilia Argentum originated in Europe. Legends has it that this herb offers protection from being struck by lightning. Used medicinally for a variety of reasons. In magic it may assist your spell work involving purification, protection, immortality, luck, sleep, calmness, and love. Cut form to be sealed in an airtight container away from light and moisture. 1oz","53","0.2","6.95",,0,"HLINFC.jpg                               ",0
"H16LOWJW            ","Low John whole 1oz                                                                                                      ","Trillium pendulum

Known for bringing in good luck, especially to people trying to gain more money or win their case in court. This root can be added to a mojo bag and carried around as a protection talisman or it can be chewed and practiced with hoodoo spells, such as for uncrossing hexes from enemies or avoiding legal issues. Also used during love magic to promote higher sexuality and sensualityas it is a powerful  enhancment for couples in love and passion.

","24","0.5","16.95",,0,"HLOWJW_H_16.jpg                          ",0
"H16MANW             ","Mandrake cut 1oz (Podophyllum peltatum)                                                                                 ","Wild Crafted Mandrake Root also known as Podophyllum Peltatum or Indian Apple, or Mayapple. Originating in the United States and once commonly used by Native Americans. In magic practices it is a powerful component in protection, prosperity, money, health,fertility, image magic, attracting love and in exorcising evil spellwork. Root form to be put in a sealed contain away from direct light, heat, and humidity. 1oz Wild Crafted","74","0.1","9.95",,0,"HMANW_Bt.jpg                         ",0
"H16MARR             ","Marshmallow Root cut 1oz  (Althaea officinalis)                                                                         ","Marshmallow Root also known as Althaea Officinalis or Mortification Root, Hock Herb, or Sweet Weed. Used for thousands of years for culinary reasons. It makes a powerful magical component when doing work around protection, and to stimulate psychic powers. Cut form to put in a sealed container away from direct light, heat, and moisture. 1oz","83","0.25","3.95",,0,"HMARR_Bt.jpg                         ",0
"H16MISC             ","Mistletoe cut 1oz (Phoradendron flavescens)                                                                             ","Mistletoe also known as Viscom Album, a member of the sandalwood family. Used traditionally as a decoration and for ceremonial reasons. In magic it can be a strong addition to your spellwork for fertility, love, hunting, fertility, health, exorcism, creativity, illness, misfortune, and protection. Cut form store in a sealed container away from light, heat, and humidity. 1oz","81","0.1","3.95",,0,"HMISC_B.JPG                              ",0
"H16MOJWB            ","Mojo Wish Bean 1oz 1618 gold (Vicia faba)                                                                               ","Mojo Wish Beans also called African Wishing Beans is believed to possess the power to make your wishes come true. In some beliefs they are distributed for luck or carried in a flannel bag to obtain desires. Carry 1 Mojo Bean for each wish and watch them come true.","49","0.1","2.95",,0,"HMOJWB_Bt.jpg                        ",0
"H16MOTC             ","Motherwort cut 1oz                                                                                                      ","Wild Crafted Motherwort or Leonurus Cardiaca and also known as Lion's Ear, or Lion's Tail. Historically earning its name for being a favorite herb amongst midwives. Magically it can be used for confidence, protection, extra power and strength to women, motivation, energy, success, countering magic, calms, courage, heart healing and for keeping families safe. Cut form to be stored in a sealed container in a cool, dark place. 1oz Wild Crafted","49","0.2","3.95",,0,"HMOTC.jpg                                ",0
"H16MUGC             ","Mugwort cut 1oz (Artemisia Vulgaris)                                                                                    ","Mugwort also known as Artemisia Vulgaris or Sailor's Tobacco, Cronewort, Felon Herb, and Old Uncle Henry. This is an ancient herb used for culinary and ceremonial purposes. Magically today it can be added to spells for strength, psychic powers, protection, healing, lust, fertility, cure disease, astral travel, and for dreams. Store in a sealed container away from direct exposure to light, heat and moisture. 1oz","552","0.2","2.95",,0,"HMUGC_T.jpg                          ",0
"H16MULC             ","Mullein Leaf cut 1oz  (Verbascum Thapsus)                                                                               ","Wild Crafted Mullein leaf often called Velvet Dock or Velvet Plant originated in Eastern Europe. Used as a candlestick by the Romans. Useful in preventing nightmares when put under your pillow, protection, health, love, divination, and exocism. May help harness courage and also can drive your enemies away. Pleasant scent and makes a great incense. Contains astringent and emollient compounds as well as other healing properties. 1oz cut leaf to be kept in a sealed container away from direct sunlight, heat, and moisture. Wild Crafted","154","0.3","2.95",,0,"HMULC_B.JPG                              ",0
"H16MUSBS            ","Brown Mustard Seed 1oz                                                                                                  ","Whole Brown Mustard seeds from the fruit of Brassica Nigra. An ancient spice dating back at least 5,000 years. This spice has a mild scent however, when heated up, or ground will produce a stronger smell. Used widely in the culinary, cosmetic field and in some gardens to deter small animals. In conjure work its magickal use is for shadow work and dark magic. 1oz Whole seeds to be stored in a container with a tight seal in a cool, dark cabinet.","43","0.1","2.95",,0,"H_16_MUSBS.jpg                           ",0
"H16NEEP             ","Neem Powder 1oz                                                                                                         ","Neem powder is a species of evergreen tree in the mahogany family has a long history of use for various applications. Used as an organic pest control and as a chemical free fertilizer.Neem powder is valued in magical practices for protection, purification, and clarity, often used to sweep away unwanted energy and strengthen spiritual boundaries. Its cleansing nature also supports practical uses like skin-care pastes, hair treatments, and household blends, making it a dependable ally for both ritual work and everyday herbal routines. 1oz in powder form","38","0.15","3.95",,0,"HNEEP_H_16.jpg                           ",0
"H16NETC             ","Nettle ""Stinging"" Leaf cut 1oz  (Urtica dioica)                                                                         ","Nettle leaf also known as Urtica Dioica or Stinging Nettle, originating in Easter Europe. Nettle is an annual herb that is related to the rose. Used historically medicinally and in foods for a variety of uses. In magic Nettle can be used in work around protection, healing, lust, and for exorcisms. 1oz cut form with a green scent, to be stored in a sealed container away from direct light and humidity.","96","0.2","3.95",,0,"HNETC_Bt.jpg                         ",0
"H16NUTW             ","Nutmeg whole 1oz                                                                                                        ","Whole Nutmeg also known as Myristica fragrans, originating in Sri Lanka. This spice was highly sought after historically. Grated fresh in the culinary field mainly in deserts, breads as well as tea and coffee. The magical properties of Nutmeg may yield you luck in love and money. 1oz Whole form to be stored in an airtight container in a cool, dark place.","32","0.1","3.95",,0,"HNUTWB.jpg                               ",0
"H16ORAC             ","Orange Peel cut 1oz  (Citrus sinensis)                                                                                  ","Orange Peel also known as Citrus Sinensis or Sweet Orange. Native to the United States and used in a variety of ways from culinary to decorating. In magic it is a great ingredient in spells involving love, divination, luck and money. 1oz. in cut form with a citrus scent. Store in an airtight container.","29","0.15","3.95",,0,"HORAC_Bt.jpg                         ",0
"H16PAREF            ","Parsley Egyptian Flat 1oz                                                                                               ","Parsley, a member of the carrot family and most popular herb throughout the world. Originating in the United States this herb has a variety of uses in the culinary world and the cosmetic industry. Fragrant with magical and spiritual properties, carrying the energy of power, prosperity, protection as well as purification. 1oz Leaf flakes to be stored in an airtight container away from sun, humidity, and heat.","36","0.1","2.95",,0,"HPAREFB_16.jpg              ",0
"H16PATLW            ","Patchouli Leaf wh 1oz                                                                                                   ","Patchouli Leaf whole also known as Pogostemon Cablin, part of the mint family. Known for its aromatic fragrance and valued for the oil it produces. It is said that by smelling patchouli it will help balance and calm your emotions while uplifting your energy. Patchouli is popular in spell work around fertility, prosperity, grounding, manifesting, peace, and as an aphrodisiac aiding in love spells. 1oz in leaf form","121","0.2","3.95",,0,"HPATLWB.jpg                              ",0
"H16PENC             ","Pennyroyal Leaf cut 1oz (Mentha pulegium)                                                                               ","Pennyroyal also known as Menth Pulegium, Mosquito Plant, Pudding Grass, or Squaw Mint. Used in Ancient Greece to flavor wines and puddings and early American colonists used this to keep fleas and pest away. In magic it can make a powerful ingredient in strength, protection, and peace spell work. 1oz in cut form with a strong peppermint scent. Store in a sealed container in a cool, dark place.","42","0.2","2.95",,0,"HPENC_Bt.jpg                         ",0
"H16PEPC             ","Peppermint Leaf cut 1oz (Mentha piperita)                                                                               ","Peppermint Leaf also known as Mentha Piperita and is originally native to Asia and Europe. Used widely to infuse oils for perfumes and cosmetics. In Magic practices it is used in spellwork around healing, purification, psychic power, sleep, healing, love and energy. 1oz in cut form with a minty fresh aroma to be stored in an airtight container in a cool, dark place.","129","0.2","3.95",,0,"HPEPC_B.jpg                              ",0
"H16PSYHP            ","Psyllium Hiusks powder 1oz                                                                                              ","Psyllium husks powder also known as Plantago ovata, originating in India. Used as a thickening agent in the food industry because of its fiber content. Helps to provide support for the digestive track. In magical workings it may be used to protect one from evil spirits. 1oz in powder form to be stored in in a cool, dry spot in a tightly sealed container.","31","0.1","3.95",,0,"HPSYHPP.jpg                              ",0
"H16RASC             ","Raspberry Leaf cut 1oz (Rubus idaeus)                                                                                   ","Wild Crafted Raspberry Leaf also known as Rubus Idaeus originating in Europe. Used in the culinary field in food preparations and is known for its astringent qualities. In magic it may help with love, enjoyment, tempting others and for divination. Cut form with a pleasant aroma to be stored in an airtight container in a cool, dark place. Wild Crafted","65","0.15","3.95",,0,"HRASC_Bt.jpg                         ",0
"H16ROSMW            ","Rosemary Leaf whole 1oz  (Rosmarinus officinalis)                                                                       ","Rosemary Leaf also known as Rosmarinus Officinalis, is a member of the mint family. Widely used in the culinary field in an array of recipes. In magical practices it makes a powerful ingredient for cleansing, purification, love, lust, mental powers, diminishing physical and mental fatigue, exorcism, purification, sleep, vitality, wisdom, protection, negative energy and helps remove crossed conditions or curses. 1oz in whole form with a mild aroma to be stored in a sealed container in a cool, dark place.","134","0.15","2.95",,0,"HROSMWW.jpg                              ",0
"H16ROSP             ","Pink Rose Petals 1oz  (Rosa gallica)                                                                                    ","Rose Petals, pink also known as Rosa Canina or Dog Rose. Used since the Roman times when they used it in celebration of special events and to worship the Gods. In magical practices in several different spells around love, psychic powers, supports change, healing, divination, luck and protection. 1oz with a floral scent to be kept in a sealed container away from direct heat, light, and humidity.","102","0.2","4.95",,0,"HROSP.jpg                                ",0
"H16ROSRW            ","Rose Red Buds & Petals 1oz  (Rosa centifolia)                                                                           ","Red Rose Buds &amp; Petals also known as Rosa Canina. Used widely in the culinary field as well as in lotions, colognes and perfumes for its wonderful smell. In magic it may assist you with spellwork involving, love, beauty, supports change, harmony, divination and Goddess rites. 1oz. with a mild rose aroma to be stored in a sealed container in a cool, dark place.","350","0.3","3.95",,0,"HROSRW_T.jpg                         ",0
"H16ROSSC            ","Rose Hips whole 1oz  (Rosa canina)                                                                                      ","Rose Hips whole also known as Rosa Canina originating in Chile. The fruit of the rose bush also called haw. Used historically in the culinary field due to its richness vitamins and iron. In magical practices it is used to call in good spirits and for good luck. 1oz in whole berry form with a pleasant scent. Store in an airtight container in a cool, dry place.","188","0.1","3.95",,0,"HROSSC_Bt.jpg                        ",0
"H16SAGW             ","Sage Leaf cut 1oz (Salvia officinales)                                                                                  ","Sage leaf also known as Salvia Officinalis. Has been used historically for its many medicinal properties. In magic and spiritual work it is a staple for cleansing of energy on you and your environment. Smudging with sage will help connect to the spiritual realm and may help enhance intuition. Powerful herb for protection, healing and wisdom. 1oz in cut form to be stored in a sealed container away from direct light and humidity.","49","0.3","2.95",,0,"HSAGWBBB.jpg                             ",0
"H16SALP             ","Saltpetre powder 1oz                                                                                                    ","Keep your partner faithful and ward off negative energies with our high-quality Saltpetre. This versatile product is a must-have for women who want to maintain a strong and loving relationship, as well as for those who seek spiritual protection and purification. Whether you're looking to strengthen your bond with your partner or cleanse your home of negative influences, Saltpetre is the perfect solution for all your needs. 1oz","32","0.1","2.95",,0,"HSALP_B.JPG                              ",0
"H16SANRP            ","Sandalwood powder red 1oz (Pterocarpus santalinus)                                                                      ","Sandalwood also known as Pterocarpu Santalinus are obtained from the Sandalwood tree. The oil that is produced from the sandalwood tree was considered sacred and holy by the Egyptians as well as in the Hindu religion. Used in personal care items and is an important component in Ayurveda. In magic practices around love, protection, healing, spirituality, and cleansing. 1oz. in powder form to be stored in a sealed container away from direct light and heat.
","24","0.15","4.95",,0,"HSANRP_Bt.jpg                        ",0
"H16SANYP            ","Sandalwood powder Yellow 1oz (Santalum)                                                                                 ","Yellow Sandalwood Powder also known as Santalum are obtained from the Sandalwood tree. The oil that is produced from the sandalwood tree was considered sacred and holy by the Egyptians as well as in the Hindu religion. Used in personal care items and is an important component in Ayurveda. In magic practices around love, protection, healing, spirituality, and cleansing. 1oz in powder form to be stored in a sealed container away from direct light and heat.
","55","0.1","6.95",,0,"HSANYP.jpg                               ",0
"H16SARRC            ","Sarsaparilla Root cut 1oz                                                                                               ","Sarsaparilla Root also known as Hemidesmus Indicus, originating in India. This is a member of the dogbane family in is widely used in Ayurveda. Magical uses of this herb include money drawing work, house blessing, and to arouse sexual passion. In cut form to be stored in an airtight container away from heat and light. 1oz.","0","0.1","3.95",,0,"H_16_HSARRC_B.jpg                        ",0
"H16SCUC             ","Scullcap cut 1oz (Scutellaria laterifolia)                                                                              ","Scullcap also known as Scutellaria Laterifolia and Blue Skullcap. Named because it was resembling the metal helmets worn by Medieval Soldiers. Used now mainly to create topical ointments and other medicinal creations. Magical uses include relaxation, peace, binding oaths, consecrating vows and commitments, stress, tension, nightmares, and worn by women to keep their husbands faithful. 1oz Organic in cut form to sealed in a container in a cool, dry place.","73","0.2","9.95",,0,"HSCUC_Bt.jpg                         ",0
